image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_lat_density,n_laterals,tot_lat_length,mean_lat_length,mean_lat_angle
242,42.66464,7.6856084,13.527921,3.6971242,4,39.0,10.251918,1.651516,7,1.6569716,0.23671022,71.04512
243,39.03279,7.7012296,12.653136,4.1124825,5,36.0,7.595463,5.174341,5,1.0554771,0.21109545,68.12747
244,36.426773,9.560147,8.591636,3.8694003,5,33.0,7.0822506,5.5664673,3,1.0155182,0.33850604,67.01735
245,48.410328,8.966543,13.855965,4.4312377,4,42.0,11.184275,5.093694,12,3.6732347,0.3061029,67.525856
246,34.51588,9.403935,9.06027,4.203219,5,33.0,6.9031763,0.0,0,0.0,0.0,0.0
247,27.382116,2.8899138,6.435916,4.122151,6,24.0,4.5636864,0.0,0,0.0,0.0,0.0
248,38.24501,6.3421893,10.653628,3.5685208,5,35.0,7.5346613,0.0,2,0.57170033,0.28585017,80.14601
249,69.8822,12.371955,16.605288,2.9693608,4,62.0,15.86445,2.7962275,23,6.4244065,0.27932203,71.829185
250,61.61627,6.4046736,16.7615,3.431481,5,57.0,12.033185,2.0451336,7,1.4503474,0.20719248,88.9885
251,75.573006,11.512792,19.46396,2.9081514,5,65.0,13.636082,3.616329,24,7.3926024,0.3080251,77.092415
252,40.218,8.544772,10.263099,4.2734265,5,36.0,8.0436,0.0,0,0.0,0.0,0.0
253,37.860847,4.6863465,7.638745,4.297498,5,36.0,7.57217,0.0,0,0.0,0.0,0.0
254,42.593483,10.903566,15.043173,3.9800606,4,41.0,10.648371,0.0,0,0.0,0.0,0.0
255,65.60253,12.30947,20.901106,3.4305437,5,59.0,12.188012,5.1590385,17,4.6624727,0.2742631,82.606155
256,44.327477,8.591636,9.18524,3.3454673,5,41.0,8.648777,3.9070113,7,1.0835946,0.15479922,74.92976
257,78.157616,10.559901,22.463223,3.7375774,5,74.0,15.159243,2.7828083,8,2.361405,0.2951756,68.25815
258,70.46714,14.668265,18.729765,3.0884566,5,64.0,13.136377,6.9424243,18,4.785244,0.2658469,82.99185
259,47.0864,9.341451,12.762484,4.0716934,5,44.0,9.287679,0.0,1,0.64800334,0.64800334,56.43993
260,47.276775,11.35658,16.183517,3.7005117,5,41.0,8.82041,33.538074,13,3.1747227,0.24420945,77.42264
261,69.50311,7.013899,19.916973,4.0753236,5,66.0,13.794012,0.0,1,0.5330512,0.5330512,71.33157
262,61.984158,9.294587,21.166666,4.3258758,5,53.0,11.017978,3.4663494,17,6.894268,0.4055452,75.2725
263,51.037685,5.4674044,13.168634,3.9527056,4,45.0,11.603245,3.5933008,13,4.6247077,0.35574675,72.676895
264,63.070236,4.9675274,16.386593,3.1611416,4,54.0,14.20069,2.8541636,23,6.2674737,0.27249882,82.34433
265,64.85588,6.9670353,19.089052,3.6655667,5,55.0,11.728346,3.2275279,22,6.2141633,0.28246194,77.69516
266,57.044914,6.2015986,15.855473,3.6381001,4,53.0,13.886188,3.1990802,6,1.5001605,0.25002676,81.79607
267,47.544674,8.997786,11.184748,3.78723,4,39.0,10.483327,3.23675,12,5.611366,0.4676138,74.81559
268,50.951744,7.232595,15.527429,3.78295,5,46.0,9.589475,3.0971818,9,3.0043716,0.3338191,72.53238
269,44.362232,6.310947,14.980688,4.4248843,5,40.0,8.56165,4.426357,5,1.5539839,0.31079677,65.03127
270,60.76987,8.966543,15.558671,3.8321261,5,54.0,11.3624935,4.284014,15,3.9574096,0.26382732,75.40894
271,51.43656,6.5608854,12.059532,4.351529,5,49.0,10.249692,0.0,1,0.18810362,0.18810362,93.71331
272,31.06679,4.1239853,9.778843,3.1368012,3,29.0,10.221109,4.56389,3,0.40346014,0.13448672,82.51296
273,30.460829,3.9521523,8.904058,4.3156095,4,29.0,7.615207,0.0,0,0.0,0.0,0.0
274,49.65086,9.169619,11.481549,4.1621275,5,48.0,9.930171,0.0,0,0.0,0.0,0.0
275,47.928272,6.139114,15.371217,3.651286,5,43.0,9.279044,12.044282,6,1.5330514,0.25550857,68.96077
276,55.571465,10.294341,14.5120535,4.386976,5,52.0,10.79223,5.327302,6,1.6103114,0.2683852,64.85416
277,59.98372,7.17011,15.902336,4.4768963,5,53.0,11.165366,4.9908257,10,4.156895,0.4156895,79.704926
278,36.99271,5.5767527,11.372201,3.9850132,3,35.0,12.093592,9.064477,3,0.71193516,0.23731174,69.08534
279,42.74525,7.4044275,12.481303,4.3014717,5,37.0,7.9439044,4.0559587,6,3.0257292,0.50428826,63.15726
280,45.816452,5.8579335,13.371709,4.188381,5,42.0,9.16329,0.0,0,0.0,0.0,0.0
281,41.150124,5.4830256,11.856457,3.913365,4,38.0,9.847178,4.464804,6,1.7614079,0.29356802,81.87994
282,75.38013,17.214514,16.995817,3.7814755,5,63.0,13.03118,4.0672593,26,10.224237,0.39323995,72.79648
283,47.975822,4.514514,12.512546,4.269061,4,44.0,11.852386,12.16348,2,0.5662771,0.28313857,86.59203
284,55.414772,11.387822,13.0905285,3.3617804,5,51.0,10.660857,3.75695,10,2.1104867,0.21104868,82.80807
285,50.874928,5.3736773,12.684379,4.3103433,5,47.0,9.888034,9.222046,5,1.4347565,0.28695127,67.647545
286,45.70896,6.514022,14.05904,4.4158564,5,43.0,9.040869,0.0,1,0.5046193,0.5046193,62.589123
287,59.30996,13.996555,17.761253,3.3917012,4,52.0,13.454159,5.08941,17,5.493327,0.3231369,74.05323
288,66.64058,17.667526,16.699015,2.8451347,5,59.0,12.405422,2.6437714,16,4.6134696,0.28834185,78.46818
289,31.043026,3.4522753,7.623124,4.370852,5,29.0,6.208606,0.0,0,0.0,0.0,0.0
290,58.38903,13.996555,14.824476,3.763077,5,49.0,10.42092,4.7685003,19,6.2844305,0.3307595,68.37284
291,67.90913,14.18401,21.588436,3.8027592,4,55.0,14.182564,5.42437,29,11.178867,0.38547814,74.851585
292,72.44117,16.152275,21.21353,3.9356542,4,59.0,15.5197935,3.5108442,29,10.362003,0.35731044,66.41346
293,59.412033,8.747847,21.807133,3.6130836,4,49.0,12.81981,6.64171,20,8.132786,0.4066393,70.7057
294,69.246254,10.356826,15.730504,3.723116,4,58.0,14.868785,3.807492,27,9.77111,0.36189288,74.973946
295,35.874702,4.530135,6.0453873,3.976721,5,34.0,7.17494,0.0,0,0.0,0.0,0.0
296,59.46988,8.201107,14.87134,3.9580219,4,54.0,13.947984,6.117714,11,3.677947,0.3343588,74.49852
297,54.883488,8.357318,12.16888,3.9396436,5,50.0,10.532776,4.540537,8,2.2196076,0.27745095,68.03695
298,71.798775,9.153997,21.135424,4.5094266,5,64.0,13.42425,4.70175,17,4.677522,0.27514836,71.735756
299,62.99361,3.6553504,16.730257,4.0134606,5,60.0,12.467244,8.322203,3,0.6573882,0.2191294,71.92466
300,54.537403,9.310208,14.918203,4.1776896,5,51.0,10.837754,0.0,2,0.34863016,0.17431508,96.92312
301,32.21488,4.8425584,9.966297,4.000669,5,29.0,6.4018836,0.0,1,0.20546423,0.20546423,98.44096
302,33.52852,5.154981,9.9975395,4.1988053,5,31.0,6.7057037,0.0,0,0.0,0.0,0.0
303,26.973293,4.0615005,6.529643,4.0909066,5,25.0,5.3946586,0.0,0,0.0,0.0,0.0
304,69.41199,9.122755,18.011192,3.4633563,5,62.0,12.958959,5.415439,14,4.6171937,0.32979956,79.69478
305,55.972557,5.233087,15.371217,3.7687385,4,53.0,13.735421,7.389105,6,1.0308744,0.17181239,82.87978
306,47.07934,4.2801967,10.388068,4.344819,5,44.0,9.415868,0.0,0,0.0,0.0,0.0
307,51.304955,5.873554,15.82423,4.3283353,5,46.0,9.948101,2.2270358,6,1.5644456,0.26074097,65.44828
308,64.58844,7.4200487,16.63653,4.473622,5,59.0,12.10384,8.906126,8,4.0692296,0.50865376,70.23195
309,80.35193,11.35658,17.152029,3.1306489,5,70.0,14.438652,3.531975,30,8.158672,0.27195576,78.09949
310,35.415977,5.607995,13.012423,4.2250113,4,33.0,8.672423,5.3608036,5,0.7262836,0.14525674,75.91417
311,48.72593,6.451537,12.762484,4.083991,5,47.0,9.745186,0.0,0,0.0,0.0,0.0
312,64.50578,7.7012296,18.91722,3.318542,4,58.0,14.9869585,3.6766953,20,4.557949,0.22789744,79.17082
313,36.20706,5.326814,8.310454,4.1728806,5,33.0,7.2414126,0.0,0,0.0,0.0,0.0
314,51.65038,5.0456333,13.043665,3.8832748,5,47.0,10.110391,5.1226234,4,1.0984272,0.2746068,77.46512
315,45.309162,4.452029,12.16888,4.116918,5,44.0,9.061831,0.0,0,0.0,0.0,0.0
316,50.174095,8.591636,13.0905285,4.2786317,5,47.0,10.034819,0.0,0,0.0,0.0,0.0
317,32.312294,7.326322,11.528413,4.4101186,4,29.0,8.027155,0.0,1,0.20367494,0.20367494,90.50473
318,52.358402,11.872078,15.558671,3.9500315,3,46.0,15.833651,3.2530289,16,4.8574514,0.30359074,76.50172
319,61.567898,7.826199,18.557932,4.051804,3,55.0,18.851398,7.680322,14,5.0137043,0.35812172,69.79597
320,38.15388,5.5767527,10.450553,3.0040884,3,36.0,12.291065,1.461286,4,1.2806884,0.32017213,74.5225
321,46.145367,5.9985237,14.34022,2.8925464,4,42.0,11.126115,5.6800704,8,1.6409081,0.20511353,80.36933
322,65.97418,5.529889,19.245264,3.5870202,4,59.0,15.094044,4.631725,21,5.5979986,0.2665713,75.504036
323,54.515015,6.107872,16.277245,3.429117,4,49.0,12.458066,6.41482,13,4.682755,0.3602119,88.06359
324,63.366035,11.434686,17.933086,4.172446,4,51.0,13.330229,5.4272485,20,10.045121,0.5022561,75.44476
325,61.49149,6.373431,17.683147,4.0502872,4,54.0,13.901114,4.408979,20,5.8870344,0.2943517,73.707756
326,58.647633,8.466666,16.574045,3.42089,5,53.0,10.998934,8.2678585000000009,12,3.65297,0.30441418,74.64408
327,59.779434,4.014637,16.558424,3.8723838,4,54.0,13.86492,5.307426,13,4.319753,0.3322887,71.055275
328,61.711906,6.514022,15.1369,4.3991065,5,56.0,11.736919,6.827612,7,3.0273066,0.43247238,67.54637
329,49.332607,11.184748,14.105904,3.9015806,4,41.0,10.651864,4.4634337,17,6.725159,0.3955976,68.02656
330,65.746414,11.590898,17.808117,3.6146884,4,62.0,16.091513,9.047619,4,1.3803607,0.34509018,104.69377
331,60.07904,15.652398,19.729519,4.0222087,3,52.0,17.76642,3.2980251,14,6.779787,0.48427042,79.42836
332,52.026993,6.9045506,14.168388,3.8937063,5,48.0,10.031633,4.248796,6,1.8688191,0.31146985,63.573673
333,45.68522,7.9980316,14.637023,3.5451634,4,42.0,11.065285,5.926564,7,1.4240742,0.20343915,68.20814
334,49.530857,8.935301,12.7,4.416172,5,43.0,9.051122,6.5861855,9,4.2752533,0.47502816,71.124214
335,49.78323,5.6861005,14.418326,3.321745,3,46.0,16.081106,4.1501517,9,1.5399113,0.17110126,77.97117
336,61.763783,5.623616,16.745878,3.85444,4,59.0,15.407579,0.0,1,0.13346721,0.13346721,82.50125
337,31.672646,7.2169740000000004,10.372447,4.4031897,5,30.0,6.278904,0.0,1,0.27812675,0.27812675,88.9728
338,37.69318,5.9985237,13.153013,4.217498,5,34.0,7.305548,3.6888454,6,1.165438,0.19423968,82.97022
339,41.855324,7.9667892,12.325091,4.7497234,5,37.0,7.9642515,2.347967,6,2.0340607,0.3390101,67.57543
340,29.291433,9.716359,9.216482,4.4435925,5,26.0,5.811009,0.0,1,0.23639098,0.23639098,86.984505
341,30.894941,7.654366,11.200369,3.8530173,4,28.0,7.5314445,1.2519792,4,0.76916325,0.19229081,76.94357
342,37.781353,10.716113,11.075399,4.1280785,4,36.0,9.445338,0.0,0,0.0,0.0,0.0
343,57.300182,7.451291,19.042189,3.5874887,5,52.0,10.907845,3.5132601,8,2.7609565,0.3451196,90.94093
344,30.654318,5.95166,8.872816,3.8686526,5,27.0,5.879476,3.7195578,5,1.2569358,0.25138715,77.213005
345,33.03415,4.155227,9.263345,4.1015787,5,30.0,6.6068296,0.0,0,0.0,0.0,0.0
346,22.424364,3.9990158,5.748585,3.9443166,5,19.0,4.401562,0.0,2,0.41655153,0.20827577,71.17135
347,31.496101,7.17011,9.653874,4.463352,3,30.0,10.498701,0.0,0,0.0,0.0,0.0
348,42.7859,9.716359,11.653382,3.7740285,5,38.0,8.325659,11.587022,4,1.1576059,0.28940147,80.44022
349,31.25135,9.716359,9.435178,4.1831465,5,29.0,6.25027,0.0,0,0.0,0.0,0.0
350,38.648586,5.420541,12.996801,3.9587002,4,34.0,9.146315,3.5918083,9,2.0633266,0.2292585,73.98178
351,33.602184,9.013407,8.997786,4.2741394,5,30.0,6.7204366,0.0,0,0.0,0.0,0.0
352,44.824703,10.450553,11.309716,4.1019664,5,41.0,8.746728,3.216419,4,1.0910642,0.27276602,86.63266
353,33.26264,11.434686,11.137884,4.3562107,5,29.0,6.5376472,6.0525184,2,0.57440305,0.28720152,70.84424
354,27.374365,8.029274,6.9982777,3.8529406,5,25.0,5.391441,6.401575,2,0.41715825,0.20857914,65.97154
355,33.50797,5.1237392,8.982164,4.4017463,5,31.0,6.6426463,0.0,1,0.29473937,0.29473937,60.39177
356,38.88229,7.0607624,7.3575644,4.098395,6,35.0,6.480382,0.0,0,0.0,0.0,0.0
357,62.60104,14.121525,15.746124,3.2142818,4,55.0,14.270501,5.7474365,22,5.5190334,0.25086516,79.74839
358,62.108932,14.371463,16.246002,3.8896942,5,58.0,11.996493,7.897357,6,2.1264646,0.35441077,71.22686
359,55.791065,13.3404665,15.168142,4.017237,4,51.0,13.359618,3.064046,9,2.3525856,0.2613984,75.437775
360,40.96562,6.3578105,14.902582,4.337541,4,39.0,10.241405,0.0,0,0.0,0.0,0.0
361,53.363735,7.2950797,14.152767,3.769415,5,48.0,10.231018,3.6938467,11,2.208652,0.20078655,73.04561
362,60.514336,13.012423,20.0107,3.917298,4,55.0,14.107774,3.6689394,13,4.083245,0.31409574,74.74098
363,59.453693,6.8576875,16.011684,3.5793965,5,53.0,11.067322,2.4093933,12,4.1170826,0.34309024,88.058495
364,61.364567,5.0612545,16.464699,3.814482,3,55.0,18.980236,2.487115,15,4.423868,0.29492462,76.98155
365,40.940166,9.653874,14.34022,2.536234,4,38.0,10.049283,2.4533665,5,0.7430385,0.1486077,86.84557
366,58.338852,17.183271,13.059286,3.727153,3,53.0,18.082733,3.406509,16,4.0906596,0.25566626,76.2395
367,49.954212,9.716359,10.66925,2.706724,4,47.0,12.128811,4.0045094,7,1.4389656,0.20556648,87.51623
368,54.443817,12.215744,17.355104,4.3919587,5,48.0,9.933471,2.5230892,16,4.7764754,0.29852977,77.148796
369,32.331573,9.029028,12.496924,3.5065966,5,29.0,6.3652205,10.448714,3,0.5054704,0.16849014,67.908
370,36.26823,5.451783,7.951168,4.4123144,5,33.0,7.253646,0.0,0,0.0,0.0,0.0
371,50.833714,11.1691265,14.105904,4.058474,5,47.0,9.813374,4.3766313,8,1.7668473,0.2208559,75.38467
372,55.341305,11.965805,14.715129,3.6186755,5,47.0,9.86242,4.0199795,19,6.0292096,0.3173268,71.73205
373,39.600796,7.7637143,9.903812,4.7276063,5,36.0,7.7721825,4.724523,5,0.7398835,0.14797668,82.69637
374,48.493103,8.013653,13.855965,3.9951932,5,45.0,9.494888,3.4976146,3,1.0186607,0.33955356,63.702076
375,64.37239,11.278474,17.776875,4.2500076,5,53.0,11.248153,4.5453806,16,8.131629,0.50822693,71.761
376,35.832375,6.7639604,10.091267,4.080271,4,34.0,8.902179,0.0,1,0.22366092,0.22366092,66.743225
377,32.317936,6.873308,8.747847,4.397954,5,28.0,6.4635873,0.0,0,0.0,0.0,0.0
378,24.132687,4.795695,5.5455103,4.1323695,5,21.0,4.7051306,9.540993,4,0.60703766,0.15175942,90.60258
379,30.364943,8.138622,8.294833,4.2474256,5,27.0,6.0729885,0.0,0,0.0,0.0,0.0
380,30.891678,7.732472,7.3419433,4.0434012,5,29.0,6.1783357,0.0,0,0.0,0.0,0.0
381,52.594543,9.294587,13.590405,4.5948515,5,47.0,9.980116,4.650778,10,2.6939642,0.2693964,75.424866
382,33.85816,12.418818,8.076138,3.2524512,5,29.0,6.3234487,3.8322175,8,2.240917,0.28011462,88.2092
383,36.33961,7.810578,9.419557,3.975838,5,33.0,7.172551,0.0,2,0.476856,0.238428,62.310833
384,36.250477,7.5762606,12.356334,4.4350057,3,32.0,11.407531,2.9891126,7,2.0278847,0.28969786,69.68096
385,35.130257,9.138376,11.231611,4.251279,5,30.0,6.668498,4.804613,7,1.7877662,0.25539517,76.35491
386,27.214695,7.02952,6.6702332,4.267514,5,25.0,5.4429393,0.0,0,0.0,0.0,0.0
387,26.798784,5.6704793,7.3888063,4.150684,5,24.0,5.359757,0.0,0,0.0,0.0,0.0
388,32.30577,2.8899138,8.529151,4.0996437,5,29.0,6.461154,0.0,0,0.0,0.0,0.0
389,27.314728,4.014637,5.81107,4.1356697,6,25.0,4.5524545,0.0,0,0.0,0.0,0.0
390,53.76866,9.3258295,17.870602,3.9973302,5,47.0,9.780506,4.2666807,14,4.866126,0.34758046,77.559685
391,46.774536,7.8886833,13.574784,4.260711,5,44.0,9.224663,7.6333294,3,0.6512222,0.21707407,63.03766
392,45.504345,7.17011,10.028782,2.9804475,4,42.0,11.221187,14.179351,5,0.6195998,0.123919964,85.52988
393,51.009293,6.7795815,10.263099,4.178696,5,49.0,10.079369,4.9490514,3,0.6124517,0.20415056,66.28718
394,53.61968,9.778843,18.464207,4.211646,4,50.0,13.0257225,3.8427851,6,1.516789,0.2527981,74.813225
395,53.441437,8.169865,15.355596,3.449925,5,47.0,10.082814,4.6308255,13,3.0273628,0.23287405,76.54456
396,39.473766,6.1859775,10.309962,4.189402,5,37.0,7.845951,0.0,1,0.24401025,0.24401025,69.05168
397,41.002262,2.7649446,8.91968,4.041474,6,38.0,6.83371,0.0,0,0.0,0.0,0.0
398,58.30486,9.216482,17.5738,3.9222662,4,55.0,14.2800045,9.134382,4,1.1848413,0.29621032,75.786446
399,50.477406,5.732964,10.841082,4.543712,5,45.0,9.475859,3.5676718,10,3.0981183,0.30981183,75.47526
400,62.0456,11.153505,13.949692,3.278247,5,54.0,11.537217,5.229078,15,4.359511,0.29063407,73.636665
401,67.812836,6.7795815,18.464207,3.9123034,5,59.0,12.210265,5.4363213,19,6.761504,0.35586867,73.32317
402,50.06401,5.7017217,12.02829,4.134725,5,47.0,9.749192,9.974833,6,1.3180501,0.219675,70.979675
403,71.99518,11.309716,16.449078,4.3013515,4,65.0,16.652176,4.6758075,16,5.3864703,0.33665442,73.15593
404,40.163357,2.4681425,8.044895,4.3244843,6,36.0,6.6938925,0.0,0,0.0,0.0,0.0
405,67.71879,16.167896,16.948954,3.691527,4,61.0,15.670588,4.7329364,17,5.0364337,0.2962608,79.338356
406,76.14057,6.592128,21.947723,3.7486758,4,67.0,17.304792,3.2922106,15,6.9213986,0.4614266,72.22977
407,36.865585,2.6555965,9.528905,4.4027743,6,34.0,6.144264,0.0,0,0.0,0.0,0.0
408,34.454315,3.5460024,12.43444,4.1418905,5,30.0,6.624059,5.161211,7,1.3340175,0.19057392,78.303856
409,68.7507,8.560393,16.652151,3.5616727,5,64.0,12.958496,2.7795591,19,3.958225,0.20832767,77.98264
410,72.07534,18.323616,18.167404,4.0229044,3,58.0,19.878534,3.9295456,34,12.43974,0.36587474,77.63702
411,49.128468,11.481549,16.7615,4.228051,4,44.0,11.28622,3.0232804,14,3.983583,0.2845417,74.259544
412,50.986725,8.91968,15.792988,3.8841326,3,48.0,16.797344,0.0,1,0.5946917,0.5946917,63.529762
413,48.087444,17.5738,14.886961,4.5592675,3,45.0,15.339821,4.154851,6,2.0679758,0.3446626,79.62048
414,43.005463,11.028536,14.527675,3.7912283,5,39.0,8.509981,21.373835,2,0.4555585,0.22777925,89.68292
415,38.448223,8.669742,13.668511,4.158935,5,34.0,7.232914,3.3627236,9,2.2836502,0.25373894,82.11326
416,71.90376,13.293603,21.697784,4.052435,5,65.0,13.478833,3.6268268,16,4.5096006,0.28185007,74.58848
417,70.507320000000007,13.590405,22.072693,4.4609704,3,63.0,21.221188,3.1752572,26,6.8437505,0.2632212,76.75893
418,46.673145,8.482287,15.792988,3.9664025,5,44.0,9.124205,2.1575837,5,1.052122,0.21042442,64.87456
419,51.036964,10.638007,19.60455,3.7684953,3,45.0,15.389053,4.7204914,21,4.869809,0.23189571,77.05778
420,58.73833,7.248216,13.855965,4.2637334,5,56.0,11.579243,4.616648,5,0.84211934,0.16842388,78.461655
421,30.926136,3.717835,9.607011,4.2929606,5,28.0,6.1852274,0.0,0,0.0,0.0,0.0
422,39.002495,5.7017217,13.012423,4.1199374,4,37.0,9.750624,0.0,0,0.0,0.0,0.0
423,58.180847,5.795449,23.166174,4.0422726,3,54.0,18.228113,3.032429,11,3.4965131,0.31786484,68.26472
424,41.984676,6.326568,12.278228,4.256962,5,40.0,8.396935,0.0,0,0.0,0.0,0.0
425,58.190025,4.295818,17.02706,4.0748057,3,50.0,17.347506,5.5090303,19,6.147511,0.32355326,67.46058
426,27.907625,3.9677734,6.420295,4.1953316,5,26.0,5.581525,0.0,0,0.0,0.0,0.0
427,59.016876,13.309224,17.5738,4.033946,5,55.0,11.559452,2.3968127,6,1.2196213,0.20327024,76.20722
428,60.044464,7.513776,13.902828,3.8800485,5,51.0,10.549108,4.567304,17,7.2989283,0.42934874,66.357475
429,53.5998,10.450553,13.371709,3.8445144,5,49.0,10.341439,5.673804,8,1.8926026,0.23657532,72.002464
430,78.83099,14.574538,17.480074,4.247207,5,65.0,13.397481,3.6793127,29,11.843596,0.4083998,74.14635
431,49.91119,14.808855,12.153259,3.8381531,3,43.0,14.623757,5.221387,10,6.03992,0.603992,58.743267
432,68.79859,15.121279,16.745878,3.7056751,5,60.0,12.331314,3.899742,23,7.1420264,0.31052288,75.52008
433,67.60751,12.465682,18.073677,3.432933,5,50.0,10.750917,4.549143,27,13.852928,0.5130714,73.34206
434,32.896027,7.935547,12.512546,4.3862667,5,32.0,6.579205,0.0,0,0.0,0.0,0.0
435,60.679943,15.871094,18.948462,4.0340347,3,54.0,18.480978,4.2998505,17,5.2370076,0.30805928,75.77412
436,29.735067,5.795449,12.387576,4.3764114,4,28.0,7.433767,0.0,0,0.0,0.0,0.0
437,45.267498,7.669987,12.02829,4.0584188,5,42.0,9.053499,0.0,0,0.0,0.0,0.0
438,60.263176,11.76273,13.38733,4.062003,4,57.0,14.572085,8.967994,6,1.9748302,0.32913837,84.52538
439,79.352356,15.339974,18.604795,3.711185,5,65.0,13.623559,3.305085,32,11.23456,0.35108003,75.63298
440,41.849274,7.0607624,11.76273,4.118029,5,40.0,8.369855,0.0,0,0.0,0.0,0.0
441,48.503815,13.0905285,13.481057,4.004399,4,45.0,11.733398,8.676033,4,1.570224,0.39255598,89.38822
442,28.594906,5.717343,11.481549,4.229496,3,27.0,9.531635,0.0,0,0.0,0.0,0.0
443,49.796413,1.9838867,10.044403,3.9926863,5,47.0,9.760028,4.367872,5,0.99627810000000006,0.19925563,80.105965
444,61.4891,7.748093,17.120787,4.270664,4,52.0,13.287503,4.1904907,18,8.339101,0.46328336,62.822937
445,58.704784,8.935301,13.668511,3.7546303,5,52.0,10.922946,4.2524395,12,4.090048,0.3408373,66.510925
446,75.54426,4.811316,20.0107,4.149561,5,67.0,14.013005,2.0221603,14,5.4792433,0.39137456,66.70322
447,68.08563,13.590405,26.337269,3.706989,4,61.0,15.806437,4.3298397,23,4.8598933,0.21129972,82.199615
448,75.78072,12.481303,18.417343,2.7568495,5,69.0,14.231095,3.0611548,20,4.6252503,0.2312625,73.96619
449,60.121838,10.091267,16.63653,4.22159,5,56.0,11.894905,0.0,1,0.64731425,0.64731425,44.356014
450,39.308723,7.8886833,7.935547,4.379238,5,36.0,7.8617444,0.0,0,0.0,0.0,0.0
451,65.01933,4.9675274,14.105904,3.7663593,5,51.0,10.7881,3.4425259,34,11.078828,0.3258479,72.727684
452,52.470047,12.746862,12.356334,3.3674815,5,45.0,9.614718,2.315104,13,4.39646,0.33818927,72.04717
453,55.578514,13.043665,16.370972,3.8464165,5,48.0,10.182548,3.8964412,24,4.665776,0.19440731,76.6285
454,25.691912,3.7490773,6.248462,4.34982,5,23.0,5.1383824,0.0,0,0.0,0.0,0.0
455,52.323303,3.6084870000000002,15.027552,3.4800415,4,44.0,11.654329,3.1178646,21,5.705982,0.27171338,81.10332
456,53.77786,10.841082,11.512792,3.8260386,5,50.0,10.432767,3.290507,3,1.6140268,0.5380089,56.61192
457,82.79807,19.042189,24.525213,3.0318756,5,74.0,15.179998,7.582442,15,6.8980923,0.4598728,80.38881
458,61.817604,12.184502,16.308487,4.142449,5,57.0,11.773212,3.95063,14,2.9515486,0.21082489,79.08107
459,64.60533,18.183025,18.964083,4.300813,4,58.0,14.809781,75.891464,13,5.366206,0.41278508,63.39012
460,57.68012,10.887945,17.651905,3.9541922,5,45.0,9.440436,3.2562764,22,10.477936,0.47626984,66.91744
461,27.44056,6.8420663,6.451537,2.9546802,4,25.0,6.737524,14.566888,2,0.49046403,0.24523202,83.08052
462,58.676346,9.091513,16.167896,4.2200203,5,53.0,11.29943,3.1265144,8,2.1792011,0.27240017,68.884636
463,53.88733,3.9677734,11.590898,3.4157457,5,44.0,9.5420265,2.044415,16,6.177204,0.38607526,70.59989
464,59.181324,12.653136,15.1369,3.573735,5,46.0,9.755939,4.1400094,26,10.401634,0.40006283,67.14511
465,49.81167,12.16888,12.684379,4.0548944,3,45.0,15.568736,5.093747,11,3.1054673,0.28231522,81.40912
466,44.017372,10.966051,12.887453,3.5804977,5,39.0,8.48315,2.9205356,5,1.6016277,0.32032555,83.92642
467,24.284279,7.1857314,8.466666,4.2560067,4,20.0,5.6143465,3.3348653,8,1.8268907,0.22836135,74.90519
468,77.69537,17.698769,20.057564,3.8280032,5,59.0,12.342608,6.405983,42,15.98233,0.3805316,75.69039
